Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (°C)
Data1,1-Hold,3.2712e+06,453.918,1,-130.318,-13696.2,83.4927,-2325.2,-72939.1,32.2
Data1,1-Hold,3.2714e+06,461.954,1.1,-138.354,-13942.2,109.168,-2322,-73525.1,32.2
Data1,1-Hold,3.2716e+06,457.838,1.1,-134.238,-13814.7,125.435,-2326.9,-74101.9,32.2
Data1,1-Hold,3.2718e+06,452.938,1.1,-129.338,-13666.5,135.039,-2344.6,-74764.4,32.2
Data1,1-Hold,3.272e+06,451.37,1,-127.77,-13619.1,94.0763,-2359,-74081.9,32.2
Data1,1-Hold,3.2722e+06,450.194,1.1,-126.594,-13583.5,98.1922,-2358,-74333.5,32.1
Data1,1-Hold,3.2724e+06,457.25,1.1,-133.65,-13796.9,97.4082,-2357.2,-74237.2,32.1
Data1,1-Hold,3.2726e+06,462.052,1.1,-138.452,-13942.2,95.1543,-2356.5,-74162.9,32.1
Data1,1-Hold,3.2728e+06,466.854,1.1,-143.254,-14084.4,89.1765,-2345.3,-73779.5,32.1
Data1,1-Hold,3.273e+06,464.404,1.2,-140.804,-14013.3,84.2767,-2334.4,-73310.7,32.1
Data1,1-Hold,3.2732e+06,464.502,1.1,-140.902,-14016.3,88.9805,-2323.9,-73102.1,32.1
Data1,1-Hold,3.2734e+06,468.618,1,-145.018,-14143.8,51.35,-2309.3,-71610,32.1
Data1,1-Hold,3.2736e+06,469.402,1.2,-145.802,-14164.5,68.7933,-2282.1,-71357.3,32.1
Data1,1-Hold,3.2738e+06,468.814,0.9,-145.214,-14146.7,72.1252,-2262.6,-70771.4,32.1
Data1,1-Hold,3.274e+06,467.442,1.1,-143.842,-14108.2,112.5,-2249.7,-71514.7,32.1
Data1,1-Hold,3.2742e+06,471.852,1.1,-148.252,-14238.6,104.17,-2244.2,-71114.6,32.1
Data1,1-Hold,3.2744e+06,476.359,1.1,-152.759,-14371.9,87.5106,-2233.2,-70320.3,32.1
Data1,1-Hold,3.2746e+06,475.967,1.1,-152.367,-14363.1,90.6465,-2222.2,-70052.2,32.1
Data1,1-Hold,3.2748e+06,478.515,1.1,-154.915,-14440.1,102.21,-2206.5,-69984.6,32.1
Data1,1-Hold,3.275e+06,478.221,1.1,-154.621,-14431.2,101.916,-2192.7,-69552.2,32.1
Data1,1-Hold,3.2752e+06,476.457,1.1,-152.857,-14377.9,83.1008,-2178.9,-68599,32.1
Data1,1-Hold,3.2754e+06,478.711,1.1,-155.111,-14449.1,101.034,-2160.9,-68548.6,32.1
Data1,1-Hold,3.2756e+06,483.023,1.1,-159.423,-14579.5,95.7423,-2145.9,-67953,32.1
Data1,1-Hold,3.2758e+06,483.219,1.1,-159.619,-14585.4,88.0006,-2127.3,-67213.7,32.1
Data1,1-Hold,3.276e+06,479.299,1,-155.699,-14466.9,85.5507,-2105.3,-66510.5,32.1
Data1,1-Hold,3.2762e+06,478.711,1.1,-155.111,-14443,94.4683,-2074.4,-65945.4,32.1
Data1,1-Hold,3.2764e+06,481.161,1.1,-157.561,-14520.2,78.5929,-2050.4,-64648.6,32.1
Data1,1-Hold,3.2766e+06,480.671,1.2,-157.071,-14502.3,107.502,-2024.9,-64733.5,32.1
Data1,1-Hold,3.2768e+06,474.497,1.1,-150.897,-14315.6,87.8046,-2008.7,-63590.3,32.1
Data1,1-Hold,3.277e+06,469.99,1.1,-146.39,-14176.2,84.9627,-1980.6,-62760.3,32.1
Data1,1-Hold,3.2772e+06,470.872,1.2,-147.272,-14212,98.3882,-1949.4,-62243.8,32.1
Data1,1-Hold,3.2774e+06,474.007,1.1,-150.407,-14300.8,105.346,-1926.1,-61631.6,32.1
Data1,1-Hold,3.2776e+06,473.224,1.1,-149.624,-14277,110.05,-1901.7,-61147.8,32.1
Data1,1-Hold,3.2778e+06,476.065,1.2,-152.465,-14363,101.328,-1870.9,-60052.2,32.1
Data1,1-Hold,3.278e+06,478.417,1.1,-154.817,-14437.2,76.437,-1837.9,-58258.8,32.1
Data1,1-Hold,3.2782e+06,479.593,1.2,-155.993,-14472.7,81.0428,-1802.2,-57285.1,32.1
Data1,1-Hold,3.2784e+06,480.181,1.1,-156.581,-14487.5,83.8847,-1760.8,-56230.7,32.1
Data1,1-Hold,3.2786e+06,475.967,1.1,-152.367,-14366.1,60.2676,-1715.7,-54200.7,32.1
Data1,1-Hold,3.2788e+06,475.477,1.1,-151.877,-14348.2,86.6286,-1674,-53606.7,32.1
Data1,1-Hold,3.279e+06,483.513,1,-159.913,-14594.3,83.4927,-1636.1,-52401.8,32.1
Data1,1-Hold,3.2792e+06,481.651,1,-158.051,-14531.9,84.3747,-1599.3,-51285.1,32.1
Data1,1-Hold,3.2794e+06,488.217,1,-164.617,-14733.6,67.8134,-1551.2,-49507.8,32.1
Data1,1-Hold,3.2796e+06,485.277,1.2,-161.677,-14641.6,94.6643,-1503.9,-48753.2,32.1
Data1,1-Hold,3.2798e+06,484.297,1.2,-160.697,-14609,81.7288,-1466.6,-47245.8,32.1
Data1,1-Hold,3.28e+06,484.689,1.2,-161.089,-14626.9,68.0093,-1420,-45466.8,32.1
Data1,1-Hold,3.2802e+06,484.003,1,-160.403,-14600.1,92.8024,-1378.1,-44837.4,32.1
Data1,1-Hold,3.2804e+06,483.709,0.9,-160.109,-14597.2,94.8603,-1335.5,-43714,32.1
Data1,1-Hold,3.2806e+06,475.771,1.2,-152.171,-14357.1,68.6953,-1286.7,-41588.7,32.2
Data1,1-Hold,3.2808e+06,477.045,1.2,-153.445,-14398.7,68.0093,-1231.1,-39798.6,32.2
Data1,1-Hold,3.281e+06,482.533,1.2,-158.933,-14561.6,56.0538,-1172.8,-37770.4,32.2
Data1,1-Hold,3.2812e+06,480.769,1.1,-157.169,-14505.3,68.5973,-1107.9,-36253.3,32.2
Data1,1-Hold,3.2814e+06,480.573,1.2,-156.973,-14499.3,107.404,-1061.1,-35700,32.2
Data1,1-Hold,3.2816e+06,471.068,1,-147.468,-14208.8,125.925,-1023.7,-35110.9,32.3
Data1,1-Hold,3.2818e+06,467.05,1.2,-143.45,-14093.3,76.731,-989.9,-32697.4,32.3
Data1,1-Hold,3.282e+06,465.874,1.2,-142.274,-14054.7,103.288,-940.4,-32039.7,32.3
Data1,1-Hold,3.2822e+06,466.168,1.1,-142.568,-14063.6,116.713,-899,-31166.4,32.3
Data1,1-Hold,3.2824e+06,466.854,1.1,-143.254,-14084.4,98.1922,-860.6,-29402.3,32.3
Data1,1-Hold,3.2826e+06,466.854,1.1,-143.254,-14087.4,93.6843,-815,-27947.3,32.5
Data1,1-Hold,3.2828e+06,469.696,1.1,-146.096,-14170.3,113.676,-768.9,-27160.6,32.5
Data1,1-Hold,3.283e+06,466.168,1.1,-142.568,-14063.6,117.105,-728.7,-26039.3,32.5
Data1,1-Hold,3.2832e+06,467.54,1.3,-143.94,-14108.2,112.794,-688.8,-24665.8,32.5
Data1,1-Hold,3.2834e+06,469.206,1.1,-145.606,-14158.5,107.404,-646.1,-23202.2,32.5
Data1,1-Hold,3.2836e+06,476.947,1.2,-153.347,-14392.7,89.6665,-597.1,-21313.7,32.5
Data1,1-Hold,3.2838e+06,476.457,1.1,-152.857,-14374.9,89.7645,-537.7,-19619.8,32.6
Data1,1-Hold,3.284e+06,474.301,1.2,-150.701,-14315.7,104.268,-478.7,-18228.6,32.6
Data1,1-Hold,3.2842e+06,477.633,1.1,-154.033,-14410.4,113.676,-429.3,-16855.6,32.6
Data1,1-Hold,3.2844e+06,481.259,1.1,-157.659,-14520.1,133.373,-384.7,-16159.9,32.6
Data1,1-Hold,3.2846e+06,473.518,1.2,-149.918,-14285.9,164.536,-353.9,-15956.1,32.6
Data1,1-Hold,3.2848e+06,472.734,1.1,-149.134,-14268.3,174.825,-331.2,-15562.6,32.6
Data1,1-Hold,3.285e+06,468.422,1.1,-144.822,-14134.8,183.449,-317.4,-15233.6,32.6
Data1,1-Hold,3.2852e+06,465.09,1.1,-141.49,-14034.1,176.589,-303,-14714.6,32.6
Data1,1-Hold,3.2854e+06,466.364,1.2,-142.764,-14069.6,157.578,-285.9,-13661.7,32.6
Data1,1-Hold,3.2856e+06,466.168,1.2,-142.568,-14066.7,175.315,-264.7,-13496.4,32.6
Data1,1-Hold,3.2858e+06,464.404,1.2,-140.804,-14013.3,157.872,-247.2,-12472.8,32.7
Data1,1-Hold,3.286e+06,472.048,1.1,-148.448,-14244.5,120.829,-222.5,-10696,32.7
Data1,1-Hold,3.2862e+06,468.03,1,-144.43,-14119.9,165.32,-188.4,-10977,32.7
Data1,1-Hold,3.2864e+06,461.17,1.2,-137.57,-13915.5,157.382,-172.2,-10135,32.7
Data1,1-Hold,3.2866e+06,463.326,1.1,-139.726,-13977.7,163.654,-152.6,-9801.48,32.7
Data1,1-Hold,3.2868e+06,461.66,1.2,-138.06,-13924.3,162.674,-135.4,-9212.28,32.7
Data1,1-Hold,3.287e+06,461.562,1.2,-137.962,-13927.3,171.101,-118.1,-8895.52,32.7
Data1,1-Hold,3.2872e+06,454.31,1.2,-130.71,-13705,169.729,-103.5,-8421.5,32.7
Data1,1-Hold,3.2874e+06,455.584,1.2,-131.984,-13743.5,189.819,-88.3,-8548.21,32.7
Data1,1-Hold,3.2876e+06,450.39,1.2,-126.79,-13589.4,193.934,-85.2,-8418.63,32.7
Data1,1-Hold,3.2878e+06,449.704,1.2,-126.104,-13565.7,180.607,-78.7,-7915.71,32.7
Data1,1-Hold,3.288e+06,447.941,1.2,-124.341,-13512.3,184.527,-73.3,-7831.62,32.8
Data1,1-Hold,3.2882e+06,446.569,1.2,-122.969,-13470.8,175.707,-65.8,-7410.6,32.8
Data1,1-Hold,3.2884e+06,449.704,1.2,-126.104,-13565.7,182.959,-59.4,-7387.97,32.8
Data1,1-Hold,3.2886e+06,451.958,1.1,-128.358,-13633.8,177.569,-51.9,-7007.17,32.8
Data1,1-Hold,3.2888e+06,454.898,1.2,-131.298,-13719.7,162.674,-42.6,-6341.89,32.8
Data1,1-Hold,3.289e+06,459.406,1.2,-135.806,-13859.1,171.689,-30.4,-6254.64,32.9
Data1,1-Hold,3.2892e+06,467.148,1.2,-143.548,-14090.2,156.794,-18.8,-5447.2,32.9
Data1,1-Hold,3.2894e+06,466.56,1.2,-142.96,-14075.5,153.756,-2,-4892.55,32.9
Data1,1-Hold,3.2896e+06,467.148,1.3,-143.548,-14093.3,139.743,17,-3939.38,32.9
Data1,1-Hold,3.2898e+06,468.128,1.3,-144.528,-14122.9,154.344,40.8,-3652.08,32.9
Data1,1-Hold,3.29e+06,467.834,1.2,-144.234,-14114,160.616,53.1,-3351.78,32.9
Data1,1-Hold,3.2902e+06,468.814,1.2,-145.214,-14143.7,144.348,69.1,-2472.6,32.9
Data1,1-Hold,3.2904e+06,468.52,1.2,-144.92,-14131.7,157.872,89.4,-2270.66,32.9
Data1,1-Hold,3.2906e+06,464.11,1.2,-140.51,-14001.4,153.56,108.3,-1613.95,32.9
Data1,1-Hold,3.2908e+06,463.326,1.2,-139.726,-13977.7,189.721,119.9,-2169.29,32.9
Data1,1-Hold,3.291e+06,459.504,1.2,-135.904,-13859.1,177.765,124.2,-1719.97,32.9
Data1,1-Hold,3.2912e+06,461.17,1.3,-137.57,-13912.5,165.614,135.4,-1080.21,33.1
Data1,1-Hold,3.2914e+06,467.344,1.1,-143.744,-14096.2,150.424,146.9,-212.455,33.1
Data1,1-Hold,3.2916e+06,464.306,1.1,-140.706,-14004.3,171.297,164.7,-344.728,33.1
Data1,1-Hold,3.2918e+06,460.582,1.2,-136.982,-13894.7,174.825,176.7,-73.3529,33.1
Data1,1-Hold,3.292e+06,459.21,1.2,-135.61,-13850.2,186.193,183.5,-126.815,33.1
Data1,1-Hold,3.2922e+06,453.036,1.3,-129.436,-13663.4,176.785,187.9,218.225,33.2
Data1,1-Hold,3.2924e+06,446.569,1.2,-122.969,-13470.8,175.217,195.4,528.794,33.2
Data1,1-Hold,3.2926e+06,444.609,1.2,-121.009,-13411.5,174.531,198.4,712.873,33.2
Data1,1-Hold,3.2928e+06,443.433,1.3,-119.833,-13376,178.353,201.3,657.769,33.2
Data1,1-Hold,3.293e+06,436.769,1.2,-113.169,-13174.4,208.34,202,-191.758,33.2
Data1,1-Hold,3.2932e+06,443.237,1.3,-119.637,-13370,182.175,201.7,572.418,33.3
Data1,1-Hold,3.2934e+06,446.373,1.3,-122.773,-13461.9,167.475,197.1,959.555,33.3
Data1,1-Hold,3.2936e+06,451.076,1.2,-127.476,-13607.2,180.803,197.4,520.15,33.3
Data1,1-Hold,3.2938e+06,453.232,1.3,-129.632,-13672.4,170.219,199.7,831.192,33.3
Data1,1-Hold,3.294e+06,455.094,1.3,-131.494,-13728.7,166.006,200.6,1094.76,33.3
Data1,1-Hold,3.2942e+06,457.348,1.2,-133.748,-13796.9,173.551,203,872.573,33.3
Data1,1-Hold,3.2944e+06,453.526,1.2,-129.926,-13681.3,188.545,203.5,458.396,33.3
Data1,1-Hold,3.2946e+06,451.86,1.2,-128.26,-13630.9,168.357,200.3,966.15,33.3
Data1,1-Hold,3.2948e+06,449.802,1.2,-126.202,-13568.6,172.179,200.6,862.651,33.3
Data1,1-Hold,3.295e+06,448.822,1.2,-125.222,-13539,168.161,200.3,953.93,33.3
Data1,1-Hold,3.2952e+06,448.626,1.3,-125.026,-13533.1,195.012,197.4,135.735,33.3
Data1,1-Hold,3.2954e+06,444.119,1.2,-120.519,-13396.7,175.119,189,486.389,33.3
Data1,1-Hold,3.2956e+06,439.219,1.2,-115.619,-13245.5,199.52,181.3,-393.815,33.3
Data1,1-Hold,3.2958e+06,442.551,1.3,-118.951,-13349.3,186.977,165,-525.584,33.3
Data1,1-Hold,3.296e+06,437.945,1.3,-114.345,-13207,180.803,157.8,-632.24,33.3
Data1,1-Hold,3.2962e+06,438.729,1.3,-115.129,-13233.7,182.959,152.7,-888.001,33.3
Data1,1-Hold,3.2964e+06,435.397,1.2,-111.797,-13132.9,179.823,144.3,-998.828,33.3
Data1,1-Hold,3.2966e+06,435.495,1.3,-111.895,-13135.9,180.019,135.9,-1219.51,33.3
Data1,1-Hold,3.2968e+06,435.593,1.1,-111.993,-13138.9,179.039,123.5,-1519.55,33.3
Data1,1-Hold,3.297e+06,440.983,1.2,-117.383,-13298.8,203.538,111.2,-2641.67,33.3
Data1,1-Hold,3.2972e+06,440.983,1.3,-117.383,-13298.8,178.353,91.3,-2475.76,33.3
Data1,1-Hold,3.2974e+06,438.827,1.2,-115.227,-13236.7,200.304,79.6,-3526.86,33.3
Data1,1-Hold,3.2976e+06,442.551,1.2,-118.951,-13346.3,186.781,66.9,-3562.45,33.3
Data1,1-Hold,3.2978e+06,446.569,1.3,-122.969,-13467.8,165.124,57.3,-3185.66,33.3
Data1,1-Hold,3.298e+06,444.119,1.2,-120.519,-13399.7,181.489,47.6,-3913.56,33.3
Data1,1-Hold,3.2982e+06,446.569,1.3,-122.969,-13464.8,192.366,35.6,-4608.55,33.3
Data1,1-Hold,3.2984e+06,447.157,1.3,-123.557,-13485.6,171.395,22.7,-4370.47,33.3
Data1,1-Hold,3.2986e+06,445.785,1.3,-122.185,-13444.1,179.039,11.1,-4955.55,33.4
Data1,1-Hold,3.2988e+06,444.119,1.4,-120.519,-13396.7,184.625,-3.2,-5544.93,33.4
Data1,1-Hold,3.299e+06,448.92,1.1,-125.32,-13538.9,165.908,-18.7,-5420.39,33.4
Data1,1-Hold,3.2992e+06,442.845,1.2,-119.245,-13355.2,168.847,-30.4,-5875.3,33.4
Data1,1-Hold,3.2994e+06,444.021,1.2,-120.421,-13390.7,168.063,-40.6,-6235.71,33.4
Data1,1-Hold,3.2996e+06,445.687,1.2,-122.087,-13444.1,169.925,-53.1,-6573.32,33.8
Data1,1-Hold,3.2998e+06,450.39,1.2,-126.79,-13586.4,193.444,-66.8,-7702.09,33.8
Data1,1-Hold,3.3e+06,452.742,1.1,-129.142,-13654.5,181.489,-84.8,-7921.21,33.8
Data1,1-Hold,3.3002e+06,452.742,1.2,-129.142,-13657.6,186.193,-97.9,-8492.99,33.8
Data1,1-Hold,3.3004e+06,453.526,1.3,-129.926,-13681.3,176.785,-114.4,-8656.09,33.8
Data1,1-Hold,3.3006e+06,451.174,1.3,-127.574,-13607.1,180.705,-129.4,-9216.25,33.8
Data1,1-Hold,3.3008e+06,449.9,1.2,-126.3,-13568.6,169.533,-148.3,-9398.59,33.8
Data1,1-Hold,3.301e+06,452.644,1.2,-129.044,-13651.6,172.571,-164.8,-10016.8,33.8
Data1,1-Hold,3.3012e+06,447.157,1.3,-123.557,-13488.6,184.919,-178,-10840.9,33.8
Data1,1-Hold,3.3014e+06,449.606,1.2,-126.006,-13562.7,173.649,-196.1,-11002.1,33.8
Data1,1-Hold,3.3016e+06,452.644,1.2,-129.044,-13654.6,180.019,-218.3,-11760.4,33.8
Data1,1-Hold,3.3018e+06,449.606,1.1,-126.006,-13562.7,216.768,-239.5,-13540.4,33.8
Data1,1-Hold,3.302e+06,447.255,1.1,-123.655,-13491.6,173.649,-270.5,-13201,33.8
Data1,1-Hold,3.3022e+06,445.491,1.2,-121.891,-13438.2,200.5,-291.3,-14609,33.8
Data1,1-Hold,3.3024e+06,442.551,1,-118.951,-13349.3,180.117,-316.4,-14821.3,33.8
Data1,1-Hold,3.3026e+06,441.767,1.2,-118.167,-13328.6,173.649,-340.2,-15279,33.8
Data1,1-Hold,3.3028e+06,439.611,1.3,-116.011,-13263.4,186.977,-363.6,-16395.9,33.7
Data1,1-Hold,3.303e+06,435.397,1.1,-111.797,-13132.9,182.175,-392.4,-17076.4,33.7
Data1,1-Hold,3.3032e+06,437.063,1.3,-113.463,-13183.3,168.357,-417,-17469.1,33.7
Data1,1-Hold,3.3034e+06,438.729,1.2,-115.129,-13236.7,168.749,-435.1,-18098,33.7
Data1,1-Hold,3.3036e+06,436.279,1.2,-112.679,-13156.6,195.6,-457.6,-19481.8,33.7
Data1,1-Hold,3.3038e+06,435.593,1.3,-111.993,-13141.9,180.019,-481.5,-19845.3,33.6
Data1,1-Hold,3.304e+06,438.631,1.2,-115.031,-13230.7,180.901,-504.9,-20492,33.6
Data1,1-Hold,3.3042e+06,440.101,1.2,-116.501,-13275.2,195.796,-527.1,-21629.1,33.6
Data1,1-Hold,3.3044e+06,441.767,1.2,-118.167,-13322.6,171.101,-557,-21714,33.6
Data1,1-Hold,3.3046e+06,447.745,1.2,-124.145,-13506.4,171.787,-582.4,-22554.4,33.6
Data1,1-Hold,3.3048e+06,446.667,1.1,-123.067,-13476.8,175.413,-606.6,-23405.1,33.5
Data1,1-Hold,3.305e+06,450.39,1.1,-126.79,-13589.4,105.15,-620.4,-21893.9,33.5
Data1,1-Hold,3.3052e+06,454.408,1.2,-130.808,-13711,131.315,-612.3,-22564.3,33.5
Data1,1-Hold,3.3054e+06,456.956,1.1,-133.356,-13788,139.449,-621.9,-22855.7,33.5
Data1,1-Hold,3.3056e+06,457.446,1.3,-133.846,-13802.9,145.818,-633,-23420.4,33.5
Data1,1-Hold,3.3058e+06,457.642,1,-134.042,-13808.8,183.841,-646.7,-24963.6,33.5
Data1,1-Hold,3.306e+06,454.996,1.1,-131.396,-13728.8,168.063,-669.5,-25173,33.3
Data1,1-Hold,3.3062e+06,458.23,1.1,-134.63,-13826.6,173.845,-689,-25880.2,33.3
Data1,1-Hold,3.3064e+06,458.034,1.2,-134.434,-13820.6,182.861,-711.6,-26827.4,33.3
Data1,1-Hold,3.3066e+06,458.328,1.1,-134.728,-13835.6,172.767,-747.4,-27447.7,33.3
Data1,1-Hold,3.3068e+06,449.41,1.2,-125.81,-13559.8,179.137,-779.2,-28602.2,33.3
Data1,1-Hold,3.307e+06,448.724,1.1,-125.124,-13536,185.311,-814.4,-29862.7,33.3
Data1,1-Hold,3.3072e+06,455.094,1.1,-131.494,-13728.7,174.629,-849,-30646.6,33.3
Data1,1-Hold,3.3074e+06,451.958,1.1,-128.358,-13636.9,157.97,-880.5,-31092.5,33.3
Data1,1-Hold,3.3076e+06,454.212,1.2,-130.612,-13702,186.683,-906.3,-32753.4,33.3
Data1,1-Hold,3.3078e+06,452.154,1,-128.554,-13642.8,179.235,-939,-33502,33.3
Data1,1-Hold,3.308e+06,456.76,1.2,-133.16,-13779.1,181.489,-969.2,-34510.9,33.3
Data1,1-Hold,3.3082e+06,451.076,1.1,-127.476,-13610.2,174.335,-998.7,-35241.2,33.3
Data1,1-Hold,3.3084e+06,451.174,1.1,-127.574,-13613.2,180.509,-1025.1,-36214.4,33.3
Data1,1-Hold,3.3086e+06,451.37,1.2,-127.77,-13616.1,194.62,-1058.1,-37548.6,33.3
Data1,1-Hold,3.3088e+06,448.92,1.1,-125.32,-13542,176.687,-1090.1,-38007.3,33.3
Data1,1-Hold,3.309e+06,450.586,1.1,-126.986,-13595.4,188.545,-1116.7,-39225,33.2
Data1,1-Hold,3.3092e+06,449.606,1.1,-126.006,-13562.7,182.175,-1149,-39945.7,33.2
Data1,1-Hold,3.3094e+06,451.86,1.2,-128.26,-13627.9,171.395,-1180.9,-40584.6,33.2
Data1,1-Hold,3.3096e+06,451.958,1.2,-128.358,-13630.8,179.235,-1209.9,-41762.3,33.2
Data1,1-Hold,3.3098e+06,454.506,1.2,-130.906,-13710.9,180.607,-1250.4,-42765.7,33.2
Data1,1-Hold,3.31e+06,455.682,1.2,-132.082,-13749.5,170.513,-1282.4,-43637,33
Data1,1-Hold,3.3102e+06,456.564,1.1,-132.964,-13779.2,156.99,-1305.7,-44080.9,33
Data1,1-Hold,3.3104e+06,453.232,1.1,-129.632,-13675.4,136.117,-1323.3,-44000,33
Data1,1-Hold,3.3106e+06,453.33,1.1,-129.73,-13675.3,139.449,-1333.6,-44460.7,33
Data1,1-Hold,3.3108e+06,457.74,1.1,-134.14,-13811.7,169.043,-1353.4,-45797.5,33
Data1,1-Hold,3.311e+06,458.818,1.2,-135.218,-13847.4,178.549,-1382.1,-46901.6,33
Data1,1-Hold,3.3112e+06,461.366,1.2,-137.766,-13921.4,181.489,-1409,-47834.4,33
Data1,1-Hold,3.3114e+06,457.446,1,-133.846,-13799.8,178.451,-1446.1,-48725.6,33
Data1,1-Hold,3.3116e+06,457.446,1.2,-133.846,-13799.8,149.542,-1477.1,-48921.9,33
Data1,1-Hold,3.3118e+06,459.994,1.2,-136.394,-13876.9,139.743,-1497.1,-49345.4,33
Data1,1-Hold,3.312e+06,463.718,1.2,-140.118,-13992.6,101.524,-1502.5,-48561.4,33
Data1,1-Hold,3.3122e+06,461.366,1.2,-137.766,-13921.4,95.2523,-1499.2,-48278,33
Data1,1-Hold,3.3124e+06,463.228,1.2,-139.628,-13974.7,119.261,-1491.3,-48792.4,33
Data1,1-Hold,3.3126e+06,470.578,1.1,-146.978,-14200,129.943,-1493.3,-49070.1,33
Data1,1-Hold,3.3128e+06,470.872,1.1,-147.272,-14208.9,140.429,-1499.9,-49520.4,33
Data1,1-Hold,3.313e+06,467.54,1.1,-143.94,-14105.1,151.992,-1516.8,-50317.8,33
Data1,1-Hold,3.3132e+06,465.58,1.1,-141.98,-14045.8,142.584,-1538.6,-50583.7,33
Data1,1-Hold,3.3134e+06,471.852,1.2,-148.252,-14238.6,108.286,-1544.1,-50012.1,33
Data1,1-Hold,3.3136e+06,479.299,1.1,-155.699,-14463.8,73.0071,-1540.7,-48872.4,33
Data1,1-Hold,3.3138e+06,478.025,1.1,-154.425,-14425.3,91.1364,-1519.5,-48888.5,33
Data1,1-Hold,3.314e+06,471.754,1.1,-148.154,-14232.6,73.8891,-1505,-47958.5,33
Data1,1-Hold,3.3142e+06,471.46,1.1,-147.86,-14223.7,94.3703,-1488.8,-47997.2,33
Data1,1-Hold,3.3144e+06,470.578,1.1,-146.978,-14203.1,79.5729,-1469.9,-47129.2,33
Data1,1-Hold,3.3146e+06,474.497,1.2,-150.897,-14318.6,75.2611,-1445.6,-46282,33
Data1,1-Hold,3.3148e+06,480.867,1.1,-157.267,-14508.2,86.7266,-1416.1,-45751.6,33
Data1,1-Hold,3.315e+06,479.397,1.1,-155.797,-14463.8,54.4859,-1392.7,-44077.7,33
Data1,1-Hold,3.3152e+06,479.397,1.1,-155.797,-14463.8,58.3077,-1358.6,-43192.2,33
Data1,1-Hold,3.3154e+06,483.121,1.1,-159.521,-14576.4,52.134,-1326.2,-42025.5,33
Data1,1-Hold,3.3156e+06,479.495,1.2,-155.895,-14469.8,78.7889,-1282.3,-41624.8,33
Data1,1-Hold,3.3158e+06,479.103,1.2,-155.503,-14457.9,78.005,-1251.6,-40551.6,33
Data1,1-Hold,3.316e+06,482.827,1.2,-159.227,-14570.5,80.1609,-1225.1,-39751.7,33
Data1,1-Hold,3.3162e+06,483.611,1.1,-160.011,-14591.2,75.751,-1191,-38677.7,33
Data1,1-Hold,3.3164e+06,481.063,1.2,-157.463,-14514.2,62.4236,-1151.9,-37167.6,33.1
Data1,1-Hold,3.3166e+06,480.867,1.1,-157.267,-14505.2,92.1164,-1115.6,-36852.8,33.1
Data1,1-Hold,3.3168e+06,480.279,1,-156.679,-14487.4,73.9871,-1084.8,-35403.1,33.1
Data1,1-Hold,3.317e+06,476.261,1.1,-152.661,-14375,63.1095,-1053.2,-34088.1,33.1
Data1,1-Hold,3.3172e+06,477.829,1.1,-154.229,-14413.3,78.2009,-1010.7,-33352.8,33.1
Data1,1-Hold,3.3174e+06,473.713,1.1,-150.113,-14288.8,88.9805,-981.2,-32626.3,33.1
Data1,1-Hold,3.3176e+06,477.241,1,-153.641,-14398.6,95.1543,-948.3,-31881.4,33.1
Data1,1-Hold,3.3178e+06,475.967,1.1,-152.367,-14360,96.8202,-918,-31015.3,33.1
Data1,1-Hold,3.318e+06,475.673,1.2,-152.073,-14354.2,90.5485,-891.1,-29978.7,33.1
Data1,1-Hold,3.3182e+06,471.754,1.2,-148.154,-14232.6,84.6687,-863.4,-28926.8,33.1
Data1,1-Hold,3.3184e+06,472.538,1.2,-148.938,-14259.3,83.6887,-832.6,-28010.9,33.1
Data1,1-Hold,3.3186e+06,471.46,1.1,-147.86,-14232.8,86.7266,-796.2,-27077.4,33.3
Data1,1-Hold,3.3188e+06,469.99,1.1,-146.39,-14176.2,96.8202,-762.8,-26302.9,33.3
Data1,1-Hold,3.319e+06,474.203,1.2,-150.603,-14306.7,103.974,-735.4,-25645.2,33.3
Data1,1-Hold,3.3192e+06,472.048,1.2,-148.448,-14241.5,139.645,-716.6,-26031.5,33.3
Data1,1-Hold,3.3194e+06,476.555,1.2,-152.955,-14380.8,106.13,-695.5,-24555,33.3
Data1,1-Hold,3.3196e+06,476.947,1.3,-153.347,-14389.7,88.0986,-664.9,-23105.2,33.3
Data1,1-Hold,3.3198e+06,475.869,1.1,-152.269,-14357.1,96.4282,-622.1,-22141.3,33.3
Data1,1-Hold,3.32e+06,474.497,1.1,-150.897,-14318.6,58.2097,-580.9,-19808.7,33.3
Data1,1-Hold,3.3202e+06,476.751,1.2,-153.151,-14380.7,122.887,-535,-20258.7,33.3
Data1,1-Hold,3.3204e+06,481.063,1.1,-157.463,-14517.2,91.8224,-503.2,-18387.5,33.3
Data1,1-Hold,3.3206e+06,483.317,1.2,-159.717,-14585.4,114.46,-466.6,-17877.5,33.3
Data1,1-Hold,3.3208e+06,481.357,1.2,-157.757,-14523.1,100.348,-427.4,-16428.3,33.3
Data1,1-Hold,3.321e+06,480.769,1.2,-157.169,-14505.3,79.3769,-381.9,-14469.2,33.3
Data1,1-Hold,3.3212e+06,480.671,1.1,-157.071,-14499.3,83.7867,-331.2,-13044.9,33.3
